Title,Category,Price,Rating,Availability,Description,UPC,Number_of_Reviews,Product_URL
A Shard of Ice (The Black Symphony Saga #1),Fantasy,£56.63,Three,In stock,"THEIR SOULS, REAWAKENED.When 13-year-old Lilix Morgan is found alive and floating on a bed of ice at sea, everyone counts it a miracle. Kidnapped nearly four weeks earlier, she remembers nothing of her mysterious abduction. When she tries to remember what happened, she hears only a melody – a faint and delicate set of notes, strung together in a tune she doesn’t understand THEIR SOULS, REAWAKENED.When 13-year-old Lilix Morgan is found alive and floating on a bed of ice at sea, everyone counts it a miracle. Kidnapped nearly four weeks earlier, she remembers nothing of her mysterious abduction. When she tries to remember what happened, she hears only a melody – a faint and delicate set of notes, strung together in a tune she doesn’t understand. THEIR POWER, UNMATCHED.A year later and desperate to put the lingering nightmares of her past behind her, Lilix crosses the country to enroll at Baelmorte Academy, aiming to become the violinist she once dreamt of. Things seem to be finally going well, and Lilix settles into a routine of sheet music and inspiration among new friends.Then the dreams start. The melody and night terrors she thought she’d left behind return with a vengeance, threatening to ruin her fragile version of normalcy. Then an unlikely ally tells her that she isn’t alone. That there are others just like her, fighting to hide their own shocking truths from coming to light. That they know who she is, and what she’s been through. Now, accompanied by four other girls, Lilix discovers her nightmares are larger than a single trauma; they’re a window to a hidden part of her soul, a place of immense power with a destiny that cannot be ignored. THEIR BATTLE, IS ONLY BEGINNING.With this knowledge comes a new and frightening reality. For Lilix has been reawakened to stop an age-old enemy, one thought to have been destroyed centuries ago. Trapped by her destiny, Lilix is torn between what feels right and what she remembers. Her memories tell her of a star-crossed love waiting to be reunited, of friendships and trust broken in the past. But can she save that love when reality brings her an enemy, and an evil that will be the undoing of them all if they don’t destroy it? ...more",63d5f1651880dcea,0,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,£48.63,Four,In stock,"""This is a book about making art. Ordinary art. Ordinary art means something like: all art not made by Mozart. After all, art is rarely made by Mozart-like people; essentially—statistically speaking—there aren't any people like that. Geniuses get made once-a-century or so, yet good art gets made all the time, so to equate the making of art with the workings of genius remov ""This is a book about making art. Ordinary art. Ordinary art means something like: all art not made by Mozart. After all, art is rarely made by Mozart-like people; essentially—statistically speaking—there aren't any people like that. Geniuses get made once-a-century or so, yet good art gets made all the time, so to equate the making of art with the workings of genius removes this intimately human activity to a strangely unreachable and unknowable place. For all practical purposes making art can be examined in great detail without ever getting entangled in the very remote problems of genius.""—-from the IntroductionArt & Fear explores the way art gets made, the reasons it often doesn't get made, and the nature of the difficulties that cause so many artists to give up along the way. The book's co-authors, David Bayles and Ted Orland, are themselves both working artists, grappling daily with the problems of making art in the real world. Their insights and observations, drawn from personal experience, provide an incisive view into the world of art as it is expeienced by artmakers themselves.This is not your typical self-help book. This is a book written by artists, for artists -— it's about what it feels like when artists sit down at their easel or keyboard, in their studio or performance space, trying to do the work they need to do. First published in 1994, Art & Fear quickly became an underground classic. Word-of-mouth response alone—now enhanced by internet posting—has placed it among the best-selling books on artmaking and creativity nationally.Art & Fear has attracted a remarkably diverse audience, ranging from beginning to accomplished artists in every medium, and including an exceptional concentration among students and teachers. The original Capra Press edition of Art & Fear sold 80,000 copies.An excerpt:Today, more than it was however many years ago, art is hard because you have to keep after it so consistently. On so many different fronts. For so little external reward. Artists become veteran artists only by making peace not just with themselves, but with a huge range of issues. You have to find your work... ...more",d6d9ffea95f2f8bf,0,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,£35.92,Two,In stock,"At 01:23:40 on April 26th 1986, Alexander Akimov pressed the emergency shutdown button at Chernobyl’s fourth nuclear reactor. It was an act that forced the permanent evacuation of a city, killed thousands and crippled the Soviet Union. The event spawned decades of conflicting, exaggerated and inaccurate stories.This book, the result of five years of research, presents an a At 01:23:40 on April 26th 1986, Alexander Akimov pressed the emergency shutdown button at Chernobyl’s fourth nuclear reactor. It was an act that forced the permanent evacuation of a city, killed thousands and crippled the Soviet Union. The event spawned decades of conflicting, exaggerated and inaccurate stories.This book, the result of five years of research, presents an accessible but comprehensive account of what really happened. From the desperate fight to prevent a burning reactor core from irradiating eastern Europe, to the self-sacrifice of the heroic men who entered fields of radiation so strong that machines wouldn’t work, to the surprising truth about the legendary ‘Chernobyl divers’, all the way through to the USSR’s final show-trial. The historical narrative is interwoven with a story of the author’s own spontaneous journey to Ukraine’s still-abandoned city of Pripyat and the wider Chernobyl Zone.Complete with over 45 pages of photographs of modern-day Pripyat and technical diagrams of the power station, Chernobyl 01:23:40 is a fascinating new account of the world’s worst nuclear disaster. ...more",7186241e043de5dc,0,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
The Whale,Childrens,£35.96,Four,In stock,"A wordless epic sea adventureThere is a legend that a Great Spotted Whale lives in the ocean, although a sighting fifty years ago was never corroborated. Now two young whale watchers each set out to find the whale, one armed with sound-recording equipment, the other with a camera. When their boats collide, they pool their resources to capture incontrovertible proof that th A wordless epic sea adventureThere is a legend that a Great Spotted Whale lives in the ocean, although a sighting fifty years ago was never corroborated. Now two young whale watchers each set out to find the whale, one armed with sound-recording equipment, the other with a camera. When their boats collide, they pool their resources to capture incontrovertible proof that the mythical whale exists. The eventual sighting is a magical moment, especially when the children discover that it was their own grandparents who first glimpsed the whale fifty years ago. The Murrows’ spectacular wordless adventure is brought to life with stunning graphite drawings that convey the drama and haunting beauty of the ocean and capture the majesty of the awe-inspiring whale. ...more",0ff9d10864db8364,0,https://books.toscrape.com/catalogue/the-whale_501/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,£34.72,One,In stock,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible.Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible.Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. To be fruitful and multiply. To love his neighbor. But also to obey the hundreds of less publicized rules: to avoid wearing clothes made of mixed fibers; to play a ten-string harp; to stone adulterers.The resulting spiritual journey is at once funny and profound, reverent and irreverent, personal and universal and will make you see history's most influential book with new eyes.Jacobs's quest transforms his life even more radically than the year spent reading the entire ""Encyclopedia Britannica"" for ""The Know-It-All."" His beard grows so unruly that he is regularly mistaken for a member of ZZ Top. He immerses himself in prayer, tends sheep in the Israeli desert, battles idolatry, and tells the absolute truth in all situations - much to his wife's chagrin.Throughout the book, Jacobs also embeds himself in a cross-section of communities that take the Bible literally. He tours a Kentucky-based creationist museum and sings hymns with Pennsylvania Amish. He dances with Hasidic Jews in Brooklyn and does Scripture study with Jehovah's Witnesses. He discovers ancient biblical wisdom of startling relevance. And he wrestles with seemingly archaic rules that baffle the twenty-first-century brain.Jacobs's extraordinary undertaking yields unexpected epiphanies and challenges. A book that will charm readers both secular and religious, ""The Year of Living Biblically"" is part Cliff Notes to the Bible, part memoir, and part look into worlds unimaginable. Thou shalt not be able to put it down. ...more",4a0b78598b42897a,0,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
Toddlers Are A**holes: It's Not Your Fault,Humor,£25.55,One,In stock,"Toddler a**holery is a normal part of human development—not unlike puberty, except this stage involves throwing food on the floor and taking swings at people who pay your way in life. For parents of toddlers, it's a ""you better laugh so you don't cry"" period. Bunmi Laditan's hilarious, satirical guide to toddlerhood offers parents instant (and very welcome) comic relief—al Toddler a**holery is a normal part of human development—not unlike puberty, except this stage involves throwing food on the floor and taking swings at people who pay your way in life. For parents of toddlers, it's a ""you better laugh so you don't cry"" period. Bunmi Laditan's hilarious, satirical guide to toddlerhood offers parents instant (and very welcome) comic relief—along with the very good news that ""It's Not Your Fault."" Chapters cover the cost of raising a toddler, feeding your toddler, potty-training, tantrums, how to manage the holidays, and ""how not to die inside."" Parents will see themselves in the very funny sections on taking your toddler to restaurants (""One parent will spend their time walking your toddler around the restaurant and outside like a cocker spaniel, while the other, luckier parent will eat alone.""), Things You Thought You'd Never Say That You Now Say As a Parent of a Toddler (""I can tell you're pooping because your eyes are watering.""), and how to order pizza (""Spend $40 on pizza delivery. Listen to your toddler cry for 30 minutes about how the pizza is all wrong. Watch your toddler take a small bite of crust. Google 'can anger give you a heart attack?' Start the bedtime routine.""). Laditan's wildly funny voice has attracted hundreds of thousands of fans of Honest Toddler on social media; here she speaks parent-to-tired-parent, easing the pains and challenges of raising toddlers with a hefty dose of adult humor and wit.   ...more",4242cc3d0437db12,0,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
Under the Tuscan Sun,Travel,£37.33,Three,In stock,"A CLASSIC FROM THE BESTSELLING AUTHOR OF UNDER MAGNOLIAFrances Mayes—widely published poet, gourmet cook, and travel writer—opens the door to a wondrous new world when she buys and restores an abandoned villa in the spectacular Tuscan countryside. In evocative language, she brings the reader along as she discovers the beauty and simplicity of life in Italy. Mayes also crea A CLASSIC FROM THE BESTSELLING AUTHOR OF UNDER MAGNOLIAFrances Mayes—widely published poet, gourmet cook, and travel writer—opens the door to a wondrous new world when she buys and restores an abandoned villa in the spectacular Tuscan countryside. In evocative language, she brings the reader along as she discovers the beauty and simplicity of life in Italy. Mayes also creates dozens of delicious seasonal recipes from her traditional kitchen and simple garden, all of which she includes in the book. Doing for Tuscany what M.F.K. Fisher and Peter Mayle did for Provence, Mayes writes about the tastes and pleasures of a foreign country with gusto and passion. ...more",a94350ee74deaa07,0,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,£46.33,Two,In stock,"Where was God when ____? How could God allow ____? Why? These are the questions that flood our hearts and minds when the unimaginable happens. When things go horribly wrong and the world seems to be unraveling, how do you believe in God s goodness? How do you cling to hope? Chad Veach directs readers away from cliched Sunday school answers that fail to offer real comfort o Where was God when ____? How could God allow ____? Why? These are the questions that flood our hearts and minds when the unimaginable happens. When things go horribly wrong and the world seems to be unraveling, how do you believe in God s goodness? How do you cling to hope? Chad Veach directs readers away from cliched Sunday school answers that fail to offer real comfort or provide faith-building insights. Instead, he draws from God s promises in the Bible and from the story of his own daughter s diagnosis of a devastating and debilitating disease to reveal simple, purposeful steps for dealing with pain. Resting in God s love, remembering his past faithfulness, and realizing the distinction between having faith and clinging to hope are just some of these steps. Veach reminds us that because we know who God is, we know there is hope."" ...more",48cb52d78c992487,0,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
Wildlife of New York: A Five-Borough Coloring Book,Default,£22.14,Two,In stock,"Explore lively streets, scenic parks, and teeming waterfronts in Wildlife of New York, a coloring adventure that celebrates the vibrant, humming energy of New York City and its surprisingly varied animal life.Artist Giada Crispiels’ playful scenes highlight beloved landmarks from all five boroughs—like Central Park, Coney Island, and the New York Botanical Garden—alongside Explore lively streets, scenic parks, and teeming waterfronts in Wildlife of New York, a coloring adventure that celebrates the vibrant, humming energy of New York City and its surprisingly varied animal life.Artist Giada Crispiels’ playful scenes highlight beloved landmarks from all five boroughs—like Central Park, Coney Island, and the New York Botanical Garden—alongside charming neighborhood nooks and crannies. There are dozens of animals, from common squirrels to eagles and coyotes, that thrive in every corner of the urban jungle. The animals, as well as all of the featured locations, are described in lively captions at the back of the book.Selected to fit any reader’s preference, Wildlife of New York’s artist quality paper reflects any coloring implement’s hue—whether it be markers, pens, or coloring pencils—in arresting blends and bold vividness. Packed with enchanting details, it will provide hours of fun for colorists of all ages, while opening their eyes to the amazing ecological diversity of even the most bustling cityscape. ...more",b46d022080543144,0,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,£25.37,Five,In stock,"What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memph What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time.A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memphis, the home of scrumptious barbecue and soulful blues music. When they arrive at Danny Andre's last known address, they discover signs of a struggle and a lifestyle not in keeping with the former choirboy they fondly remember.Danny's sister, Isabelle, reluctantly accepts their help. She and Nate aren't on the best of terms due to a complicated past, yet they will have to get beyond that if they want to save Danny.On top of Danny's alarming disappearance and his troubled relationship with Isabelle, Nate also has to rein in his favorite cousin's overzealousness as a new and eager PI. Confronted with a possible murder, mystery, and mayhem in the land of the Delta blues, Nate must rely on his faith and investigative experience to keep one or more of them from getting killed. ...more",9735c969c652dd89,0,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,£12.08,Three,In stock,"Bestselling author, speaker, and success coach Jen Sincero cuts through the din of the self-help genre with her own verbal meat cleaver. Full of blunt humor, sage advice, and the occasional swear word, You are a Badass offers its readers new opportunities for growth through 35 chapters of exercises, suggestions, and hilariously inspiring stories.From ""Fear is for Suckers"" Bestselling author, speaker, and success coach Jen Sincero cuts through the din of the self-help genre with her own verbal meat cleaver. Full of blunt humor, sage advice, and the occasional swear word, You are a Badass offers its readers new opportunities for growth through 35 chapters of exercises, suggestions, and hilariously inspiring stories.From ""Fear is for Suckers"" to ""Your Brain is Your Bitch"" these chapters provide enlightening lessons: How to stop doubting your greatness, how to love what you don't love about yourself, and how to tap into source energy to live a bigger life than you've ever imagined. ...more",88ec621893e595d0,0,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,£44.48,Five,In stock,"Thomas Jefferson is often portrayed as a hopelessly enigmatic figure—a riddle—a man so riven with contradictions that he is almost impossible to know. Lauded as the most articulate voice of American freedom and equality, even as he held people—including his own family—in bondage, Jefferson is variably described as a hypocrite, an atheist, or a simple-minded proponent of li Thomas Jefferson is often portrayed as a hopelessly enigmatic figure—a riddle—a man so riven with contradictions that he is almost impossible to know. Lauded as the most articulate voice of American freedom and equality, even as he held people—including his own family—in bondage, Jefferson is variably described as a hypocrite, an atheist, or a simple-minded proponent of limited government who expected all Americans to be farmers forever.Now, Annette Gordon-Reed teams up with America's leading Jefferson scholar, Peter S. Onuf, to present an absorbing and revealing character study that dispels the many clichés that have accrued over the years about our third president. Challenging the widely prevalent belief that Jefferson remains so opaque as to be unknowable, the authors—through their careful analysis, painstaking research, and vivid prose—create a portrait of Jefferson, as he might have painted himself, one ""comprised of equal parts sun and shadow"" (Jane Kamensky).Tracing Jefferson's philosophical development from youth to old age, the authors explore what they call the ""empire"" of Jefferson's imagination—an expansive state of mind born of his origins in a slave society, his intellectual influences, and the vaulting ambition that propelled him into public life as a modern avatar of the Enlightenment who, at the same time, likened himself to a figure of old—""the most blessed of the patriarchs."" Indeed, Jefferson saw himself as a ""patriarch,"" not just to his country and mountain-like home at Monticello but also to his family, the white half that he loved so publicly, as well as to the black side that he claimed to love, a contradiction of extraordinary historical magnitude.Divided into three sections, ""Most Blessed of the Patriarchs"" reveals a striking personal dimension to his life. Part I, ""Patriarch,"" explores Jeffersons's origins in Virgina; Part II, "" 'Traveller,' "" covers his five-year sojourn to Paris; and Part III, ""Enthusiast,"" delves insightfully into the Virginian's views on Christianity, slavery, and race. We see not just his ideas and vision of America but come to know him in an almost familial way, such as through the importance of music in his life.""Most Blessed of the Patriarchs"" fundamentally challenges much of what we’ve come to accept about Jefferson, neither hypocrite nor saint, atheist nor fundamentalist. Gordon-Reed and Onuf, through a close reading of Jefferson’s own words, reintroduce us all to our most influential founding father: a man more gifted than most, but complicated in just the ways we all are. ...more",f16c2edb2a603f92,0,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
32 Yolks,Food and Drink,£53.63,Two,In stock,"For readers of Jacques Pépin’s The Apprentice and Marcus Samuelsson’s Yes, Chef, here is the coming-of-age story of a true French chef and international culinary icon. Before he earned three Michelin stars at Le Bernardin, won the James Beard Foundation Award for Outstanding Chef, or became a regular guest judge on Bravo’s Top Chef, and even before he knew how to make a pr For readers of Jacques Pépin’s The Apprentice and Marcus Samuelsson’s Yes, Chef, here is the coming-of-age story of a true French chef and international culinary icon. Before he earned three Michelin stars at Le Bernardin, won the James Beard Foundation Award for Outstanding Chef, or became a regular guest judge on Bravo’s Top Chef, and even before he knew how to make a proper omelet, Eric Ripert was a young boy in the South of France who felt that his world had come to an end. The only place Eric felt at home was in the kitchen. His desire to not only cook, but to become the best would lead him into some of the most celebrated and demanding restaurants in Paris. ...more",b1a227b7609ff263,0,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,£13.20,Three,In stock,"A psychologist's gripping, troubling, and moving exploration of the brutal murder of a possibly transgender middle school student by an eighth grade classmateOn Feb. 12, 2008, at E. O. Green Junior High in Oxnard, CA, 14-year-old Brandon McInerney shot and killed his classmate, Larry King, who had recently begun to call himself ""Leticia"" and wear makeup and jewelry to scho A psychologist's gripping, troubling, and moving exploration of the brutal murder of a possibly transgender middle school student by an eighth grade classmateOn Feb. 12, 2008, at E. O. Green Junior High in Oxnard, CA, 14-year-old Brandon McInerney shot and killed his classmate, Larry King, who had recently begun to call himself ""Leticia"" and wear makeup and jewelry to school.Profoundly shaken by the news, and unsettled by media coverage that sidestepped the issues of gender identity and of race integral to the case, psychologist Ken Corbett traveled to LA to attend the trial. As visions of victim and perpetrator were woven and unwoven in the theater of the courtroom, a haunting picture emerged not only of the two young teenagers, but also of spectators altered by an atrocity and of a community that had unwittingly gestated a murder. Drawing on firsthand observations, extensive interviews and research, as well as on his decades of academic work on gender and sexuality, Corbett holds each murky facet of this case up to the light, exploring the fault lines of memory and the lacunae of uncertainty behind facts. Deeply compassionate, and brimming with wit and acute insight, A Murder Over a Girl is a riveting and stranger-than-fiction drama of the human psyche. ...more",fef91502cbacf23a,0,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
Being Mortal: Medicine and What Matters in the End,Nonfiction,£55.06,Four,In stock,"In Being Mortal, bestselling author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its ending.Medicine has triumphed in modern times, transforming birth, injury, and infectious disease from harrowing to manageable. But in the inevitable condition of aging and death, the goals of medicine seem too In Being Mortal, bestselling author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its ending.Medicine has triumphed in modern times, transforming birth, injury, and infectious disease from harrowing to manageable. But in the inevitable condition of aging and death, the goals of medicine seem too frequently to run counter to the interest of the human spirit. Nursing homes, preoccupied with safety, pin patients into railed beds and wheelchairs. Hospitals isolate the dying, checking for vital signs long after the goals of cure have become moot. Doctors, committed to extending life, continue to carry out devastating procedures that in the end extend suffering.Gawande, a practicing surgeon, addresses his profession’s ultimate limitation, arguing that quality of life is the desired goal for patients and families. Gawande offers examples of freer, more socially fulfilling models for assisting the infirm and dependent elderly, and he explores the varieties of hospice care to demonstrate that a person's last weeks or months may be rich and dignified.Full of eye-opening research and riveting storytelling, Being Mortal asserts that medicine can comfort and enhance our experience even to the end, providing not only a good life but also a good end. ...more",15ebd83e53d0391b,0,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,£19.22,Two,In stock,"There are so many moments in life when we choose to silence our intuition, abandon our own voice, and play small because we wonder, deep down: ""Do I know who I really am? Is who I really am enough?"" It's courageous work to learn to live from our essential identity--loved, worthy, whole. But what if God is calling us to shamelessly recover the woman he created us to be? Wha There are so many moments in life when we choose to silence our intuition, abandon our own voice, and play small because we wonder, deep down: ""Do I know who I really am? Is who I really am enough?"" It's courageous work to learn to live from our essential identity--loved, worthy, whole. But what if God is calling us to shamelessly recover the woman he created us to be? What if God is urging us to be--for the first time in our lives--brazen? The word ""brazen"" means ""without shame."" Leeana Tankersley wants women to be just that--to unapologetically move from shame- and fear-based living toward lives that are based on love and belonging. With moving personal stories and spot-on observations of the longings we all experience--to know we are loved, to feel comfortable in our own skin, to be heard--Tankersley calls women to honor that voice deep down inside of them rather than bowing to outside influences that push them to become someone they're not. Gritty and overflowing with grace, Brazen will set women free to be truly themselves in a world bent on molding them in its image. ...more",77e9ea355bd8ae57,0,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Brilliant Beacons: A History of the American Lighthouse,History,£11.45,Three,In stock,"Set against the backdrop of an expanding nation,Brilliant Beaconstraces the evolution of America's lighthouse system from its earliest days, highlighting the political, military, and technological battles fought to illuminate the nation's hardscrabble coastlines. Beginning with ""Boston Light,""America’s first lighthouse, Dolin shows how the story of America, from colony to Set against the backdrop of an expanding nation, Brilliant Beacons traces the evolution of America's lighthouse system from its earliest days, highlighting the political, military, and technological battles fought to illuminate the nation's hardscrabble coastlines. Beginning with ""Boston Light,"" America’s first lighthouse, Dolin shows how the story of America, from colony to regional backwater, to fledging nation, and eventually to global industrial power, can be illustrated through its lighthouses.Even in the colonial era, the question of how best to solve the collective problem of lighting our ports, reefs, and coasts through a patchwork of private interests and independent localities telegraphed the great American debate over federalism and the role of a centralized government. As the nation expanded, throughout the nineteenth and early twentieth centuries, so too did the coastlines in need of illumination, from New England to the Gulf of Mexico, the Great Lakes, the Pacific Coast all the way to Alaska. In Dolin's hands we see how each of these beacons tell its own story of political squabbling, technological advancement, engineering marvel, and individual derring-do.In rollicking detail, Dolin treats readers to a memorable cast of characters, from the penny-pinching Treasury official Stephen Pleasonton, who hamstrung the country's efforts to adopt the revolutionary Fresnel lens, to the indomitable Katherine Walker, who presided so heroically over New York Harbor as keeper at Robbins Reef Lighthouse that she was hailed as a genuine New York City folk hero upon her death in 1931. He also animates American military history from the Revolution to the Civil War and presents tales both humorous and harrowing of soldiers, saboteurs, Civil War battles, ruthless egg collectors, and, most important, the lighthouse keepers themselves, men and women who often performed astonishing acts of heroism in carrying out their duties.In the modern world of GPS and satellite-monitored shipping lanes, Brilliant Beacons forms a poignant elegy for the bygone days of the lighthouse, a symbol of American ingenuity that served as both a warning and a sign of hope for generations of mariners; and it also shows how these sentinels have endured, retaining their vibrancy to the present day. Containing over 150 photographs and illustrations, Brilliant Beacons vividly reframes America's history. ...more",7f5157bf53065d36,0,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Between the World and Me,Nonfiction,£56.91,Four,In stock,"“This is your country, this is your world, this is your body, and you must find some way to live within the all of it.”In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. A “This is your country, this is your world, this is your body, and you must find some way to live within the all of it.”In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race,” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden?  Between the World and Me is Ta-Nehisi Coates’s attempt to answer these questions in a letter to his adolescent son. Coates shares with his son—and readers—the story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose children’s lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward. ...more",04e3de7ac35ec5cd,0,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Death by Leisure: A Cautionary Tale,Default,£37.51,Four,In stock,"The hilariously intrepid young author of War Reporting for Cowards returns from Iraq only to dive head-first into another absurd, terrifying world: the American leisure class. Like Hunter Thompson crossed with one of David Brooks’s bobos in paradise, Ayres embeds himself in LA’s “liesuretocracy”: an over-the-top world of caviar facials, billionaire charity balls, souped-up The hilariously intrepid young author of War Reporting for Cowards returns from Iraq only to dive head-first into another absurd, terrifying world: the American leisure class. Like Hunter Thompson crossed with one of David Brooks’s bobos in paradise, Ayres embeds himself in LA’s “liesuretocracy”: an over-the-top world of caviar facials, billionaire charity balls, souped-up SUVs, and monster home loans . . . not to mention $1,000-a-night brothels and million-dollar poker tournaments. Ayres’s highly leveraged lifestyle lands him a surreal night with a supermodel, a date at Michael Jackson’s birthday party in Neverland Ranch (Ayres bribes the organizers five grand to get in), and a wife courtesy of Craigslist. But disaster is never far away. In the book’s brutal final section, Ayres is forced to confront the excesses of his generation at a scene of apocalyptic destruction: the Katrina-ravaged South. Told with a blend of offbeat irreverence, genuine pathos, and incisive social commentary, Death by Leisure is a savage and darkly humorous odyssey that taps directly into the contemporary psyche. ...more",4dbd54d9e36c9566,0,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,£28.41,One,In stock,"In the exploding world of citizen science, hundreds of thousands of volunteers are monitoring climate change, tracking bird migration, finding stardust for NASA, and excavating mastodons. The sheer number of citizen scientists, combined with new technology, has begun to shape how research is conducted. Non-professionals become acknowledged experts: dentists turn into astro In the exploding world of citizen science, hundreds of thousands of volunteers are monitoring climate change, tracking bird migration, finding stardust for NASA, and excavating mastodons. The sheer number of citizen scientists, combined with new technology, has begun to shape how research is conducted. Non-professionals become acknowledged experts: dentists turn into astronomers and accountants into botanists.Diary of a Citizen Scientist is a timely exploration of this phenomenon, told through the lens of nature writer Sharman Apt Russell’s yearlong study of a little-known species, the Western red-bellied tiger beetle. In a voice both humorous and lyrical, Russell recounts her persistent and joyful tracking of an insect she calls “charismatic,” “elegant,” and “fierce.” Patrolling the Gila River in southwestern New Mexico, collector’s net in hand, she negotiates the realities of climate change even as she celebrates the beauty of a still-wild and rural landscape.Russell’s self-awareness—of her occasionally-misplaced confidence, her quest to fill in “that blank spot on the map of tiger beetles,” and her desire to become newly engaged in her life—creates a portrait not only of the tiger beetle she tracks, but of the mindset behind self-driven scientific inquiry. Falling in love with the diversity of citizen science, she participates in crowdsourcing programs that range from cataloguing galaxies to monitoring the phenology of native plants, applauds the growing role of citizen science in environmental activism, and marvels at the profusion of projects around the world.Diary of a Citizen Scientist offers its readers a glimpse into the transformative properties of citizen science—and documents the transformation of the field as a whole. ...more",0c11e2d068768dbb,0,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
